SQL> select e.employee_id,e.first_name,e.salary, j.job_id,j.min_salary,j.max_salary from employees e,jobs j where e.salary > j.min_salary;

EMPLOYEE_ID FIRST_NAME               SALARY JOB_ID     MIN_SALARY MAX_SALARY                                                                                                                            
        154 Nanette                    7500 ST_CLERK         2008       5000                                                                                                                            
        160 Louise                     7500 ST_CLERK         2008       5000                                                                                                                            
        111 Ismael                     7700 ST_CLERK         2008       5000                                                                                                                            
        112 Jose Manuel                7800 ST_CLERK         2008       5000                                                                                                                            
        122 Payam                      7900 ST_CLERK         2008       5000                                                                                                                            
        159 Lindsey                    8000 ST_CLERK         2008       5000                                                                                                                            
        153 Christopher                8000 ST_CLERK         2008       5000                                                                                                                            
        120 Matthew                    8000 ST_CLERK         2008       5000                                                                                                                            
        121 Adam                       8200 ST_CLERK         2008       5000                                                                                                                            
        110 John                       8200 ST_CLERK         2008       5000                                                                                                                            
        206 William                    8300 ST_CLERK         2008       5000                                                                                                                            
        177 Jack                       8400 ST_CLERK         2008       5000                                                                                                                            
        176 Jonathon                   8600 ST_CLERK         2008       5000                                                                                                                            
        175 Alyssa                     8800 ST_CLERK         2008       5000                                                                                                                            
        109 Daniel                     9000 ST_CLERK         2008       5000                                                                                                                            
        103 Alexander                  9000 ST_CLERK         2008       5000                                                                                                                            
        152 Peter                      9000 ST_CLERK         2008       5000                                                                                                                            
        158 Allan                      9000 ST_CLERK         2008       5000                                                                                                                            
        157 Patrick                    9500 ST_CLERK         2008       5000                                                                                                                            
        151 David                      9500 ST_CLERK         2008       5000                                                                                                                            
        163 Danielle                   9500 ST_CLERK         2008       5000                                                                                                                            
        170 Tayler                     9600 ST_CLERK         2008       5000                                                                                                                            
        204 Hermann                   10000 ST_CLERK         2008       5000                                                                                                                            
        169 Harrison                  10000 ST_CLERK         2008       5000                                                                                                                            
        156 Janette                   10000 ST_CLERK         2008       5000                                                                                                                            
        150 Peter                     10000 ST_CLERK         2008       5000                                                                                                                            
        162 Clara                     10500 ST_CLERK         2008       5000                                                                                                                            
        149 Eleni                     10500 ST_CLERK         2008       5000                                                                                                                            
        148 Gerald                    11000 ST_CLERK         2008       5000                                                                                                                            
        174 Ellen                     11000 ST_CLERK         2008       5000                                                                                                                            
        114 Den                       11000 ST_CLERK         2008       5000                                                                                                                            

EMPLOYEE_ID FIRST_NAME               SALARY JOB_ID     MIN_SALARY MAX_SALARY                                                                                                                            
----------- -------------------- ---------- ---------- ---------- ----------                                                                                                                            
        168 Lisa                      11500 ST_CLERK         2008       5000                                                                                                                            
        147 Alberto                   12000 ST_CLERK         2008       5000                                                                                                                            
        108 Nancy                     12008 ST_CLERK         2008       5000                                                                                                                            
        205 Shelley                   12008 ST_CLERK         2008       5000                                                                                                                            
        201 Michael                   13000 ST_CLERK         2008       5000                                                                                                                            
        146 Karen                     13500 ST_CLERK         2008       5000                                                                                                                            
        145 John                      14000 ST_CLERK         2008       5000                                                                                                                            
        102 Lex                       17000 ST_CLERK         2008       5000                                                                                                                            
        101 Neena                     17000 ST_CLERK         2008       5000                                                                                                                            
        100 Steven                    26460 ST_CLERK         2008       5000                                                                                                                            
        198 Donald                     2600 SH_CLERK         2500       5500                                                                                                                            
        199 Douglas                    2600 SH_CLERK         2500       5500                                                                                                                            
        118 Guy                        2600 SH_CLERK         2500       5500                                                                                                                            
        143 Randall                    2600 SH_CLERK         2500       5500                                                                                                                            
        126 Irene                      2700 SH_CLERK         2500       5500                                                                                                                            
        139 John                       2700 SH_CLERK         2500       5500                                                                                                                            
        117 Sigal                      2800 SH_CLERK         2500       5500                                                                                                                            
        183 Girard                     2800 SH_CLERK         2500       5500                                                                                                                            
        130 Mozhe                      2800 SH_CLERK         2500       5500                                                                                                                            
        195 Vance                      2800 SH_CLERK         2500       5500                                                                                                                            
        116 Shelli                     2900 SH_CLERK         2500       5500                                                                                                                            
        134 Michael                    2900 SH_CLERK         2500       5500                                                                                                                            
        190 Timothy                    2900 SH_CLERK         2500       5500                                                                                                                            
        197 Kevin                      3000 SH_CLERK         2500       5500                                                                                                                            
        187 Anthony                    3000 SH_CLERK         2500       5500                                                                                                                            
        181 Jean                       3100 SH_CLERK         2500       5500                                                                                                                            
        196 Alana                      3100 SH_CLERK         2500       5500                                                                                                                            
        115 Alexander                  3100 SH_CLERK         2500       5500                                                                                                                            
        142 Curtis                     3100 SH_CLERK         2500       5500                                                                                                                            
        194 Samuel                     3200 SH_CLERK         2500       5500                                                                                                                            
        125 Julia                      3200 SH_CLERK         2500       5500                                                                                                                            
        138 Stephen                    3200 SH_CLERK         2500       5500                                                                                                                            
        180 Winston                    3200 SH_CLERK         2500       5500                                                                                                                            
        133 Jason                      3300 SH_CLERK         2500       5500                                                                                                                            
        129 Laura                      3300 SH_CLERK         2500       5500                                                                                                                            
        186 Julia                      3400 SH_CLERK         2500       5500                                                                                                                            
        141 Trenna                     3500 SH_CLERK         2500       5500                                                                                                                            
        189 Jennifer                   3600 SH_CLERK         2500       5500                                                                                                                            
        137 Renske                     3600 SH_CLERK         2500       5500                                                                                                                            
        188 Kelly                      3800 SH_CLERK         2500       5500                                                                                                                            
        193 Britney                    3900 SH_CLERK         2500       5500                                                                                                                            
        192 Sarah                      4000 SH_CLERK         2500       5500                                                                                                                            
        185 Alexis                     4100 SH_CLERK         2500       5500                                                                                                                            
        107 Diana                      4200 SH_CLERK         2500       5500                                                                                                                            
        184 Nandita                    4200 SH_CLERK         2500       5500                                                                                                                            
        200 Jennifer                   4400 SH_CLERK         2500       5500                                                                                                                            
        105 David                      4800 SH_CLERK         2500       5500                                                                                                                            
        106 Valli                      4800 SH_CLERK         2500       5500                                                                                                                            
        124 Kevin                      5800 SH_CLERK         2500       5500                                                                                                                            
        202 Pat                        6000 SH_CLERK         2500       5500                                                                                                                            
        104 Bruce                      6000 SH_CLERK         2500       5500                                                                                                                            
        173 Sundita                    6100 SH_CLERK         2500       5500                                                                                                                            
        167 Amit                       6200 SH_CLERK         2500       5500                                                                                                                            
        179 Charles                    6200 SH_CLERK         2500       5500                                                                                                                            
        166 Sundar                     6400 SH_CLERK         2500       5500                                                                                                                            
        123 Shanta                     6500 SH_CLERK         2500       5500                                                                                                                            
        203 Susan                      6500 SH_CLERK         2500       5500                                                                                                                            
        165 David                      6800 SH_CLERK         2500       5500                                                                                                                            
        113 Luis                       6900 SH_CLERK         2500       5500                                                                                                                            
        155 Oliver                     7000 SH_CLERK         2500       5500                                                                                                                            
        178 Kimberely                  7000 SH_CLERK         2500       5500                                                                                                                            
        161 Sarath                     7000 SH_CLERK         2500       5500                                                                                                                            
        164 Mattea                     7200 SH_CLERK         2500       5500                                                                                                                            
        172 Elizabeth                  7300 SH_CLERK         2500       5500                                                                                                                            
        171 William                    7400 SH_CLERK         2500       5500                                                                                                                            
        154 Nanette                    7500 SH_CLERK         2500       5500                                                                                                                            
        160 Louise                     7500 SH_CLERK         2500       5500                                                                                                                            
        111 Ismael                     7700 SH_CLERK         2500       5500                                                                                                                            
        112 Jose Manuel                7800 SH_CLERK         2500       5500                                                                                                                            
        122 Payam                      7900 SH_CLERK         2500       5500                                                                                                                            
        159 Lindsey                    8000 SH_CLERK         2500       5500                                                                                                                            
        153 Christopher                8000 SH_CLERK         2500       5500                                                                                                                            
        120 Matthew                    8000 SH_CLERK         2500       5500                                                                                                                            
        121 Adam                       8200 SH_CLERK         2500       5500                                                                                                                            
        110 John                       8200 SH_CLERK         2500       5500                                                                                                                            
        206 William                    8300 SH_CLERK         2500       5500                                                                                                                            
        177 Jack                       8400 SH_CLERK         2500       5500                                                                                                                            
        176 Jonathon                   8600 SH_CLERK         2500       5500                                                                                                                            
        175 Alyssa                     8800 SH_CLERK         2500       5500                                                                                                                            
        109 Daniel                     9000 SH_CLERK         2500       5500                                                                                                                            
        103 Alexander                  9000 SH_CLERK         2500       5500                                                                                                                            
        152 Peter                      9000 SH_CLERK         2500       5500                                                                                                                            
        158 Allan                      9000 SH_CLERK         2500       5500                                                                                                                            
        157 Patrick                    9500 SH_CLERK         2500       5500                                                                                                                            
        151 David                      9500 SH_CLERK         2500       5500                                                                                                                            
        163 Danielle                   9500 SH_CLERK         2500       5500                                                                                                                            
        170 Tayler                     9600 SH_CLERK         2500       5500                                                                                                                            
        204 Hermann                   10000 SH_CLERK         2500       5500                                                                                                                            
        169 Harrison                  10000 SH_CLERK         2500       5500                                                                                                                            
        156 Janette                   10000 SH_CLERK         2500       5500                                                                                                                            
        150 Peter                     10000 SH_CLERK         2500       5500                                                                                                                            
        162 Clara                     10500 SH_CLERK         2500       5500                                                                                                                            
        149 Eleni                     10500 SH_CLERK         2500       5500                                                                                                                            
        148 Gerald                    11000 SH_CLERK         2500       5500                                                                                                                            
        174 Ellen                     11000 SH_CLERK         2500       5500                                                                                                                            
        114 Den                       11000 SH_CLERK         2500       5500                                                                                                                            
        168 Lisa                      11500 SH_CLERK         2500       5500                                                                                                                            

EMPLOYEE_ID FIRST_NAME               SALARY JOB_ID     MIN_SALARY MAX_SALARY                                                                                                                            
----------- -------------------- ---------- ---------- ---------- ----------                                                                                                                            
        147 Alberto                   12000 SH_CLERK         2500       5500                                                                                                                            
        108 Nancy                     12008 SH_CLERK         2500       5500                                                                                                                            
        205 Shelley                   12008 SH_CLERK         2500       5500                                                                                                                            
        201 Michael                   13000 SH_CLERK         2500       5500                                                                                                                            
        146 Karen                     13500 SH_CLERK         2500       5500                                                                                                                            
        145 John                      14000 SH_CLERK         2500       5500                                                                                                                            
        102 Lex                       17000 SH_CLERK         2500       5500                                                                                                                            
        101 Neena                     17000 SH_CLERK         2500       5500                                                                                                                            
        100 Steven                    26460 SH_CLERK         2500       5500                                                                                                                            
        198 Donald                     2600 PU_CLERK         2500       5500                                                                                                                            
        199 Douglas                    2600 PU_CLERK         2500       5500                                                                                                                            
        118 Guy                        2600 PU_CLERK         2500       5500                                                                                                                            
        143 Randall                    2600 PU_CLERK         2500       5500                                                                                                                            
        126 Irene                      2700 PU_CLERK         2500       5500                                                                                                                            
        139 John                       2700 PU_CLERK         2500       5500                                                                                                                            
        117 Sigal                      2800 PU_CLERK         2500       5500                                                                                                                            
        183 Girard                     2800 PU_CLERK         2500       5500                                                                                                                            
        130 Mozhe                      2800 PU_CLERK         2500       5500                                                                                                                            
        195 Vance                      2800 PU_CLERK         2500       5500                                                                                                                            
        116 Shelli                     2900 PU_CLERK         2500       5500                                                                                                                            
        134 Michael                    2900 PU_CLERK         2500       5500                                                                                                                            
        190 Timothy                    2900 PU_CLERK         2500       5500                                                                                                                            
        197 Kevin                      3000 PU_CLERK         2500       5500                                                                                                                            
        187 Anthony                    3000 PU_CLERK         2500       5500                                                                                                                            
